CEEB Code,School Name,City,State,Postcode
800050,AUTEC SCHOOL,FPO,AA,34058 0051
820011,ROCKY VIEW VIRTUAL SCHOOL,AIRDRIE,AB,T4B 0J4
820013,GEORGE MCDOUGALL HIGH SCHOOL,AIRDRIE,AB,T4B 1R7
820021,BERT CHURCH HIGH SCHOOL,AIRDRIE,AB,T4A 2A3
820015,ANDREW SCHOOL,ANDREW,AB,T0B 0C0
820017,ARDROSSAN JR-SR HIGH SCHOOL,ARDROSSAN,AB,T8A 5E8
820016,BANFF COMMUNITY HIGH SCHOOL,BANFF,AB,T1L 1K1
820020,BASSANO SCHOOL,BASSANO,AB,T0J 0B0
820026,ECOLE SECONDAIRE BEAUMONT,BEAUMONT,AB,T4X 1K1
820024,OILFIELDS HIGH SCHOOL BLK,DIAMOND,AB,T0L 0H0
820032,BONNYVILLE CENTRALIZED HS,BONNYVILLE,AB,T9N 0B4
820031,SENATOR GERSHAW SCHOOL BOW,ISLAND,AB,T0K 0G0
820033,BOWDEN-GRANDVIEW SCHOOL,BOWDEN,AB,T0M 0K0
821107,BOYLE SCHOOL,BOYLE,AB,T0A 0M0
820045,BROOKS COMPOSITE HIGH SCHOOL,BROOKS,AB,T1R 0Z4
820809,ST JOSEPHS COLLEGIATE,BROOKS,AB,T1R 0V8
820008,CHINESE ACADEMY,CALGARY,AB,T2K 1C2
820023,BISHOP CARROLL HIGH SCHOOL,CALGARY,AB,T3E 6L1
820025,BISHOP GRANDIN HIGH SCHOOL,CALGARY,AB,T2V 2Y2
820051,ARGYLL CENTRE CALGARY CAMPUS,CALGARY,AB,T2A 7M2
820054,BISHOP O BYRNE HIGH SCHOOL,CALGARY,AB,T2Y 4H3
820055,BOWNESS SENIOR HIGH SCHOOL,CALGARY,AB,T3B 2N6
820056,BEARSPAW CHRISTIAN SCHOOL COLL,CALGARY,AB,T3R 1C5
820059,CALGARY SOCIETY EFFECTIVE EDUC,CALGARY,AB,T3H 0R3
820060,BISHOP MCNALLY HIGH SCHOOL,CALGARY,AB,T3J 3N4
820061,CENTRAL MEMORIAL HIGH SCHOOL,CALGARY,AB,T3E 1R9
820062,CALGARY CHRISTIAN SCHOOL,CALGARY,AB,T3E 0R5
820065,CHESTERMERE HIGH SCHOOL,CALGARY,AB,T2P 2G7
820067,CLEAR WATER ACADEMY,CALGARY,AB,T3E 7J9
820075,CRESCENT HEIGHTS HIGH SCHOOL,CALGARY,AB,T2M 2S2
820077,DELTA WEST ACADEMY,CALGARY,AB,T2E 4P3
820079,DR E P SCARLETT HIGH SCHOOL,CALGARY,AB,T2W 1H4
820080,ERNEST MANNING HIGH SCHOOL,CALGARY,AB,T3H 0N7
820081,EDGE SCHOOL,CALGARY,AB,T3Z 1L4
820082,FATHER LACOMBE HIGH SCHOOL,CALGARY,AB,T2A 6B4
820084,FOUNDATIONS FOR THE FUTURE HS,CALGARY,AB,T3B 1C7
820085,FOREST LAWN HIGH SCHOOL,CALGARY,AB,T2A 1M8
820090,HENRY WISE WOOD HIGH SCHOOL,CALGARY,AB,T2V 0S6
820100,JAMES FOWLER HIGH SCHOOL,CALGARY,AB,T2K 1A1
820101,JOHN G DIEFENBAKER HIGH SCHOOL,CALGARY,AB,T2K 1C2
820102,LESTER B PEARSON SR HS,CALGARY,AB,T1Y 5P4
820103,LORD BEAVERBROOK SR HS,CALGARY,AB,T2H 0Z4
820121,MOUNTAIN VIEW ACADEMY,CALGARY,AB,T3E 7K9
820127,NATIONAL SPORT SCHOOL,CALGARY,AB,T3B 5R5
820129,FOOTHILLS ACADEMY,CALGARY,AB,T2N 4T1
820135,QUEEN ELIZABETH SR HIGH SCHOOL,CALGARY,AB,T2N 2G5
820139,RUNDLE COLLEGE,CALGARY,AB,T3H 3W5
820145,SAINT FRANCIS HIGH SCHOOL,CALGARY,AB,T2L 0A3
820150,SAINT MARY'S HIGH SCHOOL,CALGARY,AB,T2S 0B8
820160,SIR WINSTON CHURCHILL HS,CALGARY,AB,T2L 2J6
820185,SPRINGBANK COMMUNITY HS,CALGARY,AB,T3Z 2L9
820220,NOTRE DAME HIGH SCHOOL,CALGARY,AB,T3K 6E4
820223,CALGARY FRENCH & INTL SCHOOL,CALGARY,AB,T3H 5R1
820224,WEST ISLAND COLLEGE,CALGARY,AB,T2H 1M5
820225,WESTERN CANADA HIGH SCHOOL,CALGARY,AB,T2S 0B5
820226,COMMUNITY CONTINUING EDUCATION,CALGARY,AB,T3E 4M2
820227,WESTMOUNT CHARTER SCHOOL,CALGARY,AB,T2N 4Y3
820240,WILLIAM ABERHART HIGH SCHOOL,CALGARY,AB,T2M 4G9
820242,WEBBER ACADEMY,CALGARY,AB,T3H 4A8
820246,CENTENNIAL HIGH SCHOOL,CALGARY,AB,T2X 3W7
821045,MASTERS ACADEMY AND COLLEGE,CALGARY,AB,T2T 5J4
820244,ROBERT THIRSK HIGH SCHOOL,CALGARY,AB,T3G 5T3
820247,BANBURY CROSSROADS SCHOOL,CALGARY,AB,T3E 7K1
820138,RENERT SCHOOL,CALGARY,AB,T3R 0K4
820009,NELSON MANDELA HIGH SCHOOL,CALGARY,AB,T3J 4W3
820010,SCHOOL OF ALBERTA BALLET,CALGARY,AB,T2R 1K7
820108,ALL SAINTS HIGH SCHOOL,CALGARY,AB,T2X 4K9
820111,JOANE CARDINAL-SCHUBERT HS,CALGARY,AB,T3M 2P9
820250,BATTLE RIVER ONLINE,CAMROSE,AB,T4V 0K4
820270,CAMROSE COMPOSITE HIGH SCHOOL,CAMROSE,AB,T4V 0K4
820280,CANMORE COLLEGIATE HIGH SCHOOL,CANMORE,AB,T1W 1Y2
820300,CARDSTON HIGH SCHOOL,CARDSTON,AB,T0K 0K0
820312,HOPE CHRISTIAN SCHOOL,CHAMPION,AB,T0L 0R0
825208,ST GABRIEL THE ARCHANGEL,CHESTERMERE,AB,T1X 1M7
820320,WILLOW CREEK COMPOSITE HS,CLARESHOLM,AB,T0L 0T0
820325,KATE ANDREWS HIGH SCHOOL,COALDALE,AB,T1M 1L9
820691,CALVIN CHRISTIAN SCHOOL,COALHURST,AB,T0L 0V0
820212,ST TIMOTHY JR/SR HIGH SCHOOL,COCHRANE,AB,T4C 2K4
820326,BOW VALLEY HIGH SCHOOL,COCHRANE,AB,T4C 1Y8
820327,COCHRANE HIGH SCHOOL,COCHRANE,AB,T4C 1Y6
820524,COLD LAKE HIGH SCHOOL COLD,LAKE,AB,T9M 0B6
820331,CROWSNEST CONSOLIDATED HS,COLEMAN,AB,T0K 0M0
820335,CREMONA SCHOOL,CREMONA,AB,T0M 0R0
820334,W G MURDOCH SCHOOL,CROSSFIELD,AB,T0M 0S0
820761,DAYSLAND SCHOOL,DAYSLAND,AB,T0B 1A0
820552,JOHN MALAND HIGH SCHOOL,DEVON,AB,T9G 1A4
820336,DIDSBURY HIGH SCHOOL,DIDSBURY,AB,T0M 0W0
820338,DRUMHELLER COMPOSITE HS,DRUMHELLER,AB,T0J 0Y5
820339,ST ANTHONY'S SCHOOL,DRUMHELLER,AB,T0J 0Y1
820337,EAGLE BUTTE HIGH SCHOOL,DUNMORE,AB,T1B 0J3
000916,CONCORDIA LUTHERAN COLLEGE,EDMONTON,AB,T5B 4E4
820109,EDMONTON ACADEMY,EDMONTON,AB,T5K 2A4
820222,ADULT & ALT EDUCATION SRVCS,EDMONTON,AB,T5H 1A4
820340,EDMONTON ISLAMIC ACADEMY,EDMONTON,AB,T6V 0B3
820343,ARGYLL CENTRE,EDMONTON,AB,T6A 0G3
820345,ALBERTA COLLEGE,EDMONTON,AB,T5J 2B7
820350,ARCHBISHOP MACDONALD HS,EDMONTON,AB,T5N 1H5
820353,AUSTIN O'BRIEN HIGH SCHOOL,EDMONTON,AB,T6B 1A5
820360,VIMY RIDGE ACADEMY,EDMONTON,AB,T6C 1N8
820361,CONCORDIA HIGH SCHOOL,EDMONTON,AB,T6J 4W4
820363,EASTGLEN COMPOSITE HIGH SCHOOL,EDMONTON,AB,T5B 1P1
820365,EDMONTON CHRISTIAN HIGH SCHOOL,EDMONTON,AB,T5N 1H6
820380,HARRY AINLAY HIGH SCHOOL,EDMONTON,AB,T6J 1E8
820381,J H PICARD,EDMONTON,AB,T6E 3R4
820382,J PERCY COMPOSITE HIGH SCHOOL,EDMONTON,AB,T6K 3Z3
820383,JASPER PLACE HIGH SCHOOL,EDMONTON,AB,T5R 2P2
820384,MILLWOODS CHRISTIAN SCHOOL,EDMONTON,AB,T6K 3J3
820385,NCNALLY COMPOSITE HIGH SCHOOL,EDMONTON,AB,T6A 1B6
820387,ARCHBISHOP OLEARY HIGH SCHOOL,EDMONTON,AB,T5E 0X8
820388,OLD SCONA ACADEMIC HS,EDMONTON,AB,T6E 2H5
820390,QUEEN ELIZABETH COMPOSITE HS,EDMONTON,AB,T5E 0Y4
820405,ROSS SHEPPARD COMPOSITE HS,EDMONTON,AB,T6K 2B6
820415,SAINT FRANCIS XAVIER HS,EDMONTON,AB,T5R 0A7
820423,SAINT JOSEPH HIGH SCHOOL,EDMONTON,AB,T5H 3C1
820425,LOUIS SAINT LAURENT HS,EDMONTON,AB,T6J 0X8
820426,M E LAZERTE COMPOSITE HS,EDMONTON,AB,T5C 3C7
820450,HOLY TRINITY CATHOLIC CMTY HS,EDMONTON,AB,T6K 4A5
820465,STRATHCONA COMPOSITE HIGH SCH,EDMONTON,AB,T6E 0Z6
820467,LILLIAN OSBORNE HIGH SCHOOL,EDMONTON,AB,T6R 0R9
820469,TEMPO SCHOOL,EDMONTON,AB,T6H 4T7
820480,VICTORIA SCHOOL PERFORM/VISUAL,EDMONTON,AB,T5H 1A8
820498,W P WAGNER SCHOOL,EDMONTON,AB,T6E 4N5
820785,PROGRESSIVE ACAD EDU SOCIETY,EDMONTON,AB,T5N 1A3
821109,BLESSED OSCAR ROMERO CATHOLIC,EDMONTON,AB,T5T 6X3
825229,EDMONTON MENORAH ACADEMY,EDMONTON,AB,T5N 3L1
820461,MOTHER MARGARET MARY CATHOLIC,EDMONTON,AB,T6R 0R9
820001,ECOLE MICHAELLE-JEAN,EDMONTON,AB,T6A 3P8
820485,PARKLAND COMPOSITE HIGH SCH,EDSON,AB,T7E 1S7
820490,FAIRVIEW HIGH SCHOOL,FAIRVIEW,AB,T0H 1L0
820430,FP WALSHE SCHOOL FORT,MACLEOD,AB,T0L 0Z0
820500,WESTWOOD COMMUNITY HIGH SCHOOL FORT,MCMURRAY,AB,T9H 4Z7
820510,FATHER PATRICK MERCREDI HS FORT,MCMURRAY,AB,T9H 4V6
820526,FORT MCMURRAY COMPOSITE HS FT,MCMURRAY,AB,T9H 1L3
820514,JOHN PAUL II CATHOLIC HS FT,SASKATCHEWAN,AB,T8L 1N5
820515,FORT SASKATCHEWAN HIGH SCHOOL FT,SASKATCHEWAN,AB,T8L 1R2
820041,ST ANDRE BESSETTE CATHOLIC SCH FT,SASKATCHEWAN,AB,T8L 0W4
820520,STURGEON LEARNING CENTRE,GIBBONS,AB,T0A 1N0
820531,SAINT JOSEPH CATHOLIC SCHOOL,GRAND-PRAIRIE,AB,T8W 2P1
820525,GRANDE PRAIRIE COMPOSITE HS GRANDE,PRAIRIE,AB,T8V 2Z1
820532,CHAMBERLAIN SCHOOL GRASSY,LAKE,AB,T0K 0Z0
820535,JC CHARYK HANNA SCHOOL,HANNA,AB,T0J 1P0
820540,HIGHWOOD HIGH SCHOOL HIGH,RIVER,AB,T1V 1S1
820541,NOTRE DAME COLLEGIATE HIGH,RIVER,AB,T1V 1T7
820537,HINES CREEK SCHOOL HINES,CREEK,AB,T0H 2A0
820068,HARRY COLLINGE HIGH SCHOOL,HINTON,AB,T7V 1T7
820547,HUGHENDEN PUBLIC SCHOOL,HUGHENDEN,AB,T0B 2E0
820549,INNISFAIL JR-SR HIGH SCHOOL,INNISFAIL,AB,T4G 1A8
820551,JASPER JR/SR HIGH SCHOOL,JASPER,AB,T0E 1E0
820555,KITSCOTY JR-SR HIGH SCHOOL,KITYSCOTY,AB,T0B 2P0
820565,LACOMBE COMPOSITE HIGH SCHOOL,LACOMBE,AB,T4L 1G6
820330,PARKVIEW ADVENTIST ACADEMY,LACOME,AB,T4L 2E7
820568,CHRIST THE KING JR/SR HS,LEDUC,AB,T9E 6N4
820569,LEDUC COMPOSITE HIGH SCHOOL,LEDUC,AB,T9E 6K8
000930,LETHBRIDGE COMMUNITY COLLEGE,LETHBRIDGE,AB,T1K 1L6
820570,LETHBRIDGE COLLEGIATE INST,LETHBRIDGE,AB,T1J 0W4
820585,CATHOLIC CENTRAL HIGH SCHOOL,LETHBRIDGE,AB,T1J 3E5
820615,WINSTON CHURCHILL HIGH SCHOOL,LETHBRIDGE,AB,T1H 1W4
820616,CHINOOK HIGH SCHOOL,LETHBRIDGE,AB,T1J 4A3
820617,VICTORIA PARK HIGH SCHOOL,LETHBRIDGE,AB,T1J 2M4
820200,IMMANUEL CHRISTIAN SECND SCHL,LETHBRIDGE,AB,T1H 0S1
820104,LLOYDMINSTER COMP HIGH SCHOOL,LLOYDMINSTER,AB,T9V 0A2
820543,LAKELAND COLLEGE,LLOYDMINSTER,AB,S9V 1Z3
820620,HOLY ROSARY HIGH SCHOOL,LLOYDMINSTER,AB,T9V 2Z4
820621,LIVINGSTONE SCHOOL,LUNDBRECK,AB,T0K 1H0
820630,MAGRATH HIGH SCHOOL,MAGRATH,AB,T0K 1J0
820645,CRESCENT HEIGHTS HIGH SCHOOL MEDICINE,HAT,AB,T1A 5Y8
820675,MEDICINE HAT HIGH SCHOOL MEDICINE,HAT,AB,T1B 1X2
820679,MCCOY HIGH SCHOOL MEDICINE,HAT,AB,T1A 5R6
820688,ERLE RIVERS HIGH SCHOOL MILK,RIVER,AB,T0K 1M0
820695,MORINVILLE CHRISTIAN SCHOOL,MORINVILLE,AB,T8R 1A2
820696,MORINVILLE LEARNING CENTRE,MORINVILLE,AB,T8R 1R2
820699,STURGEON COMPOSITE HIGH SCHOOL,NAMAO,AB,T0A 2N0
820700,J T FOSTER SCHOOL,NANTON,AB,T0L 1R0
820190,STRATHCONA-TWEEDSMUIR SCHOOL,OKOTOKS,AB,T1S 1A2
820706,FOOTHILLS COMPOSITE HS,OKOTOKS,AB,T0L 1T5
820707,HOLY TRINITY ACADEMY,OKOTOKS,AB,T1S 1A2
820709,EDISON SCHOOL,OKOTOKS,AB,T1S 1A2
820711,ST PAULS ACAD/CENTRE LRNG@HOME,OKOTOKS,AB,T1S 1J7
820710,OLDS HIGH SCHOOL,OLDS,AB,T4H 1P5
820715,PEACE RIVER ACADEMY HS PEACE,RIVER,AB,T8T 1Z5
820725,GLENMARY SCHOOL PEACE,RIVER,AB,T0H 2X0
820735,PICTURE BUTTE HIGH SCHOOL PICTURE,BTTE,AB,T0K 1V0
820736,ST MICHAELS PINCHER,CRK,AB,T0K 1W0
820737,MATTHEW HALTON COMMUNITY SCH PNCHR,CRK,AB,T0K 1W0
820738,PONOKA SECONDARY CAMPUS,PONOKA,AB,T4J 1N9
820740,RAYMOND HIGH SCHOOL,RAYMOND,AB,T0K 2S0
009297,RED DEER COLLEGE RED,DEER,AB,T4N 5H5
820742,ECOLE SECONDAIRE NOTRE DAME HS RED,DEER,AB,T4R 2P6
820745,HUNTING HILLS HIGH SCHOOL RED,DEER,AB,T4R 2M4
820750,LINDSAY THURBER COMPOSITE HS RED,DEER,AB,T4N 2L6
820753,WEST CENTRAL HIGH SCHOOL ROCKY MT,HSE,AB,T4T 1W7
820755,PAUL KANE HIGH SCHOOL SAINT,ALBERT,AB,T8N 2E9
820768,BEV FACEY COMPOSITE HS SHERWOOD,PARK,AB,T8A 4V5
820770,SALISBURY COMPOSITE HS SHERWOOD,PARK,AB,T8A 4Y1
820766,ARCHBISHOP JORDAN HIGH SCHOOL SHERWOOD,PK,AB,T8H 0P5
820771,SAINT PETER APOSTLE CATHOLIC SPRUCE,GROVE,AB,T7X 0L3
820772,SPRUCE GROVE COMPOSITE HS SPRUCE,GROVE,AB,T7X 2T7
820635,SPRUCE VIEW SCHOOL SPRUCE,VIEW,AB,T0M 1V0
820754,ST GABRIEL STOREFRONT SCHOOL ST,ALBERT,AB,T8N 5J9
820756,BELLEROSE COMPOSITE HS ST,ALBERT,AB,T8N 1M8
820757,ST ALBERT CATHOLIC HIGH SCHOOL ST,ALBERT,AB,T8N 1L5
820201,ECOLE SECONDAIRE ST MARGUERITE ST,ALBERT,AB,T8N 6B7
820002,ECOLE REGIONALE ST PAUL REG HS ST,PAUL,AB,T0A 3A3
820773,W E HAY COMPOSITE HIGH SCHOOL,STETTLER,AB,T0C 2L0
820775,STIRLING HIGH SCHOOL,STIRLING,AB,T0K 2E0
820779,MEMORIAL COMPOSITE HIGH SCHOOL STONY,PLAIN,AB,T7Z 1R3
820000,HOLY CROSS COLLEGIATE,STRATHMORE,AB,T1P 1B8
820760,GOLDEN HILLS VIRTUAL SCHOOL,STRATHMORE,AB,T1P 1J4
820780,STRATHMORE HIGH SCHOOL,STRATHMORE,AB,T1P 1V2
820782,SUNDRE JR-SR HIGH SCHOOL,SUNDRE,AB,T0M 1X0
820783,W R MYERS HIGH SCHOOL,TABER,AB,T1G 1L5
820874,ST MARYS SCHOOL,TABER,AB,T1G 1M2
820795,PRAIRIE CHRISTIAN ACADEMY THREE,HILLS,AB,T0M 2A0
820800,HILLSIDE JR SR HIGH SCHOOL,VALLEYVIEW,AB,T0H 3N0
824890,VAUXHALL HIGH SCHOOL,VAUXHALL,AB,T0K 2K0
820167,ST MARYS CATHOLIC SCHOOL,VEGREVILLE,AB,T9C 1A1
820802,SCHOOL OF HOPE,VERMILION,AB,T9X 1C2
820807,VIKING SCHOOL,VIKING,AB,T0B 4N0
820810,COUNTY CENTRAL HIGH SCHOOL,VULCAN,AB,T0L 2B0
820820,WAINWRIGHT HIGH SCHOOL,WAINWRIGHT,AB,T9W 2R5
820823,WARNER HIGH SCHOOL,WARNER,AB,T0K 2L0
820828,WETASKIWIN COMPOSITE HS,WETASKIWIN,AB,T9A 0R6
820829,HILLTOP HIGH SCHOOL,WHITECOURT,AB,T7S 1N1
700105,UC SENIOR SEC LAKE GINNINDERRA,BELCONNEN,AC,ACT 2617
700018,RADFORD COLLEGE,BRUCE,AC,ACT 2617
700355,NARRABUNDAH COLLEGE,KINGSTON,AC,ACT 2604
700818,CANBERRA GRAMMAR SCHOOL,REDHILL,AC,ACT 2603
564080,INCIRLIK UNIT SCHOOL,APO,AE,09824
574010,BRUSSELS AMERICAN SCHOOL,APO,AE,09714 8100
574020,SHAPE AMERICAN HIGH SCHOOL,APO,AE,09705
575010,ALCONBURY AMERICAN HS DOD,APO,AE,09470 5609
575020,LAKENHEATH AMERICAN HS,APO,AE,09461 5107
575505,AFNORTH INTERNATIONAL SCHOOL,APO,AE,09703 1606
576014,ANSBACH MIDDLE HIGH SCHOOL DOD,APO,AE,09177 8715
576021,SCHWEINFURT HIGH SCHOOL,APO,AE,09033
576050,BAMBERG MIDDLE-HIGH SCHOOL,APO,AE,09139
576100,SPANGDAHLEM HIGH SCHOOL,APO,AE,09126 3822
576146,HOHENFELS AMERICAN HIGH SCHOOL,APO,AE,09173 8214
576160,HEIDELBERG AMERICAN HS DOD,APO,AE,09102
576220,KAISERSLAUTERN HIGH SCHOOL,APO,AE,09021 3010
576325,STUTTGART HIGH SCHOOL,APO,AE,09107 0401
576340,RAMSTEIN AMERICAN HS DODD,APO,AE,09094 3240
576345,ARMY EDUCATION CENTER,APO,AE,09112
576360,WIESBADEN HIGH SCHOOL,APO,AE,09005 4313
576397,VILSECK HIGH SCHOOL,APO,AE,09112 0005
577020,LIVORNO AMERICAN HS - DOD,APO,AE,09613 1301
577099,AVIANO AMERICAN HS DOD,APO,AE,09604 6210
577140,VICENZA HIGH SCHOOL,APO,AE,09630
578050,LAJES HIGH SCHOOL DOD,APO,AE,09720
724310,MENWITH HILL ELEM/HIGH SCH DOD,APO,AE,09468
577000,LIVORNO ELEMENTARY MIDDLE SCHOOL,APO,AE,09613
578500,SEVILLA ELEMENTARY MIDDLE SCHOOL,APO,AE,09643
576003,GARMISCH ELEMENTARY MIDDLE SCHOOL,APO,AE,09053
007213,UNIV MARYLAND EUROPEAN DIV,APO,AE,09102
625025,CASABLANCA AMERICAN SCHOOL,DPO,AE,09718 0001
563100,BAHRAIN SCHOOL DOD,FPO,AE,09834 5200
577060,NAPLES AMERICAN HS DOD,FPO,AE,09618 0015
577100,SIGONELLA MIDDLE HIGH SCHOOL,FPO,AE,09623 0001
578550,DAVID G FARRAGUT HS DOD,FPO,AE,09645 0001
838600,WILLIAM T SAMPSON HIGH SCHOOL,FPO,AE,09593
579101,GAETA ELEMENTARY SCHOOL-MIDDLE SCHOOL,GAETA,AE,09609
579000,HANAU AMERICAN MIDDLE SCHOOL,HANAU,AE,09102
579226,KAISERSLAUTERN MIDDLE SCHOOL,KAISERSLAUTERN,AE,09094
579102,LA MADDALENA ELEMENTARY-MIDDLE SCHOOL LA,MADDALENA,AE,09828
579227,LANDSTUHL ELEMENTARY/MIDDLE SCHOOL,LANDSTUHL-KIRCHBERG,AE,09180
579224,MANNHEIM MIDDLE SCHOOL,MANNHEIM,AE,09086
759620,SOESTERBERG AMERICAN HIGH SCHOOL,SOESTERBERG,AE,09719
729000,LAKENHEATH MIDDLE SCHOOL THETFORD,NORFOLK,AE,09461
020397,ADAK SCHOOL,ADAK,AK,99546
020024,AKHIOK SCHOOL,AKHIOK,AK,99615
020203,AKIACHAK K-12 SCHOOL,AKIACHAK,AK,99551
020204,ARLICAQ SCHOOL,AKIAK,AK,99552
020073,AKUTAN SCHOOL,AKUTAN,AK,99553
020026,ALAKANUK HIGH SCHOOL,ALAKANUK,AK,99554
020236,ALEKNAGIK SCHOOL,ALEKNAGIK,AK,99555
020328,ALLAKAKET SCHOOL,ALLAKAKET,AK,99720
020017,AMBLER SCHOOL,AMBLER,AK,99786
020181,NUNAMIUT SCHOOL ANAKTUVUK,PASS,AK,99721
020000,WEST ANCHORAGE HIGH SCHOOL,ANCHORAGE,AK,99517
020001,BARTLETT HIGH SCHOOL,ANCHORAGE,AK,99504
020002,EAST ANCHORAGE HIGH SCHOOL,ANCHORAGE,AK,99508
020003,A J DIMOND HIGH SCHOOL,ANCHORAGE,AK,99502
020004,ROBERT SERVICE HIGH SCHOOL,ANCHORAGE,AK,99507
020007,STELLER SECONDARY SCHOOL,ANCHORAGE,AK,99503
020012,ANCHORAGE CHRISTIAN SCHOOLS,ANCHORAGE,AK,99504
020018,ABBOTT LOOP CHRISTIAN SCHOOL,ANCHORAGE,AK,99507
020082,MCLAUGHLIN SCHOOL,ANCHORAGE,AK,99508
020091,BENNY BENSON SECONDARY SCHOOL,ANCHORAGE,AK,99507
020180,EAST PARK CHRISTIAN SCHOOL,ANCHORAGE,AK,99508
020182,GRACE CHRISTIAN SCHOOL,ANCHORAGE,AK,99516
020198,ANCHORAGE SVNTH DAY ADV JR AC,ANCHORAGE,AK,99516
020297,SAVE HIGH SCHOOL,ANCHORAGE,AK,99518
020298,HOLY ROSARY ACADEMY,ANCHORAGE,AK,99503
020312,POLARIS K-12 SCHOOL,ANCHORAGE,AK,99507
020316,KING TECH HIGH SCHOOL,ANCHORAGE,AK,99508
020317,LUMEN CHRISTI HIGH SCHOOL,ANCHORAGE,AK,99502
020333,FAMILY PARTNERSHIP CHARTER SCH,ANCHORAGE,AK,99503
020337,HERITAGE CHRISTIAN HIGH SCHOOL,ANCHORAGE,AK,99507
020342,ATHENEUM SCHOOL,ANCHORAGE,AK,99515
020346,FOCUS HOME SCHOOL,ANCHORAGE,AK,99507
020356,PACIFIC NORTHERN ACADEMY,ANCHORAGE,AK,99508
020358,FRONTIER CHARTER SCHOOL,ANCHORAGE,AK,99503
020365,SOUTH ANCHORAGE HIGH SCHOOL,ANCHORAGE,AK,99516
020366,HIGHLAND ACADEMY CHARTER SCHL,ANCHORAGE,AK,99504
020373,ADULT LEARNING CENTER ACADEMY,ANCHORAGE,AK,99507
020374,AVAIL ALTERNATIVE HIGH SCHOOL,ANCHORAGE,AK,99501
020385,CROSSROADS HIGH SCHOOL,ANCHORAGE,AK,99501
020391,WHALEY SCHOOL,ANCHORAGE,AK,99508
020394,NEW PATH HIGH SCHOOL,ANCHORAGE,AK,99501
020407,ALASKA STATE SCHL FOR THE DEAF,ANCHORAGE,AK,99504
029001,CLARK MIDDLE SCHOOL,ANCHORAGE,AK,99508
029004,HANSHEW MIDDLE SCHOOL,ANCHORAGE,AK,99507
003453,CHARTER COLLEGE,ANCHORAGE,AK,99508
004153,FAR NORTH BIBLE COLLEGE,ANCHORAGE,AK,99504
004201,ALASKA PACIFIC UNIVERSITY,ANCHORAGE,AK,99508
004471,MURKOWSKI LISA,ANCHORAGE,AK,99501
004789,BEGICH MARK,ANCHORAGE,AK,99501
004896,UNIV ALASKA ANCHORAGE,ANCHORAGE,AK,99514
004995,YOUNG DON,ANCHORAGE,AK,99503
020030,ALASKA MIDDLE COLLEGE SCHOOL,ANCHORAGE,AK,99508
020038,PAIDEIA COOPERATIVE SCHOOL,ANCHORAGE,AK,99501
020009,ANDERSON VILLAGE SCHOOL,ANDERSON,AK,99744
020013,ELI KATANOOK HIGH SCHOOL,ANGOON,AK,99820
020094,ANIAK HIGH SCHOOL,ANIAK,AK,99557
020237,BLACKWELL SCHOOL,ANVIK,AK,99558
020226,ARCTIC VILLAGE SCHOOL ARCTIC,VILLAGE,AK,99722
020179,YAKOV E NETSVETOV SCHOOL,ATKA,AK,99547
020205,JOANN A ALEXIE MEMORIAL HS,ATMAUTLUAK,AK,99559
020238,MEADE RIVER SCHOOL,ATQASUK,AK,99791
020011,BARROW HIGH SCHOOL,BARROW,AK,99723
020420,KIITA LEARNING COMMUNITY,BARROW,AK,99723
000469,ILISAGVIK COLLEGE,BARROW,AK,99723
020417,CRUIKSHANK SCHOOL,BEAVER,AK,99724
020005,BETHEL REGIONAL HIGH SCHOOL,BETHEL,AK,99559
020319,BETHEL YOUTH FACILITY,BETHEL,AK,99559
020329,QUGCUUN MEMORIAL SCHOOL,BETHEL,AK,99559
020355,KUSKOKWIM LEARNING ACADEMY,BETHEL,AK,99559
020252,BREVIG MISSION HIGH SCHOOL BREVIG,MISSION,AK,99785
020019,BUCKLAND SCHOOL,BUCKLAND,AK,99727
020093,CANTWELL SCHOOL,CANTWELL,AK,99729
020418,TSUK TAIH SCHOOL,CHALKYITSIK,AK,99788
020206,CHAPUTNGUAK HIGH SCHOOL,CHEFORNAK,AK,99561
020426,CHENEGA BAY SCHOOL CHENEGA,BAY,AK,99574
020229,CHEVAK SCHOOL,CHEVAK,AK,99563
020054,CHIGNIK BAY SCHOOL,CHIGNIK,AK,99564
020062,CHIGNIK LAKE SCHOOL CHIGNIK,LAKE,AK,99548
020301,CROW VILLAGE SAM SCHOOL,CHUATHBALUK,AK,99557
020031,CHUGIAK HIGH SCHOOL,CHUGIAK,AK,99567
020393,BIRCHWOOD CHRISTIAN SCHOOL,CHUGIAK,AK,99567
020276,CIRCLE SCHOOL,CIRCLE,AK,99733
020282,HOWARD VALENTINE SCHOOL COFFMAN,COVE,AK,99918
020076,COLD BAY SCHOOL COLD,BAY,AK,99571
020398,COOPER LANDING SCHOOL COOPER,LANDING,AK,99572
020016,KENNY LAKE SCHOOL COPPER,CENTER,AK,99573
020330,SAPA CHRISTIAN SCHOOL COPPER,CENTER,AK,99573
020015,CORDOVA JUNIOR SENIOR HS,CORDOVA,AK,99574
020020,CRAIG HIGH SCHOOL,CRAIG,AK,99921
020390,PACE STATEWIDE CORRESPONDENCE,CRAIG,AK,99921
020404,HOLLIS SCHOOL,CRAIG,AK,99921
020302,JOHNNY JOHN SCHOOL CROOKED,CREEK,AK,99575
